id,kind,name,author,sha256,symbol,timeframe,data_symbol,data_timeframe,window_from,window_to,window_bars,frozen_input,compiled,compile_error,ohlcv_ok,tv_ok,tv_cached,tv_bars,pyne_ok,pyne_error,is_strategy,pyne_run_sec,pyne_ms_per_bar,pyne_wall_sec,tv_wall_sec,tv_compile_sec,tv_bench_bars,bench_ratio,plot_common_cols,plot_bars_joined,plot_match_pct,plot_na_match_pct,plot_bars_numeric,plot_num_match_pct,plot_na_struct_mismatch,plot_exact_pct,plot_max_ulp,plot_fidelity,transcendentals,plot_worst_col,plot_worst_match_pct,plot_max_abs,plot_max_rel,plot_nrmse_range_med,plot_nrmse_iqr_med,plot_pearson_min,plot_first_divergence_ts,plot_repaint,plot_repaint_shift,plot_repaint_match_pct,trades_tv,trades_pc,entry_match_pct,exit_match_pct,trade_match_pct,qty_match_pct,pc_extra_entries,pc_missing_entries,tv_net_profit,pc_net_profit,net_profit_match,net_profit_rel_err,tv_net_profit_pct,pc_net_profit_pct,tie_excluded,tie_excluded_reason,trade_match_pct_adj,tv_net_profit_adj,pc_net_profit_adj,net_profit_match_adj,net_profit_rel_err_adj,uses_request_security,sec_contexts,sec_series,data_limited,data_limited_reason,uses_lookahead,repaints,repaint_channel,la_plot_match_pct,la_plot_exact_pct,la_trade_match_pct,la_net_profit_match,status,fail_stage,compared_at
PUB;a94d0303344a4876a9a48fe15dd9399a,indicator,Market Structure Oscillator [LuxAlgo],LuxAlgo,bdd00c8785f48c077c7dfc0f4bf36add6e5f808f784171ec8622b17757d116c1,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T10:00:00+00:00,28821,1,1,,1,1,1,28822,1,,0,10.37,0.3598,,,,,,9,28821,1.0,1.0,172899,1.0,0,1.0,0,exact,,OSC Top,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;7948c212793447b2b3254a257b43efb3,indicator,Market Structure with Inducements & Sweeps [LuxAlgo],LuxAlgo,34ceedaf79d6974a78e2ce14905b21cc0806a6ab24d993883cb436fc845588ca,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-22T12:00:00+00:00,28729,1,1,,1,1,1,28730,1,,0,0.98,0.0341,,,,,,2,28729,1.0,1.0,455,1.0,0,1.0,0,exact,,Swing High,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;PjQjs7QydRTllSExtvM1KZmyVIGbP9yW,indicator,MavilimW,KivancOzbilgic,7619bb34c8260ecc728b1d0ebe09ae0f0230b400e320658cacded1492c6b11dc,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-12T12:00:00+00:00,28249,1,1,,1,1,1,28250,1,,0,1.088,0.0385,,,,,,2,28249,1.0,1.0,28171,1.0,0,1.0,0,exact,,MAVW,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;ZysdlJjd7c61UecSatQko9k8bBFEhbiH,indicator,Mean Reversion Channel - (fareid's MRI Variant),fareidzulkifli,c7628f339f27519aa75126181ab603dec16f0ce8a2d7dbc764b2889f60a1e914,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-23T08:30:00+00:00,28770,1,1,,1,1,1,28769,1,,0,11.664,0.4054,,,,,,23,28768,1.0,1.0,661642,1.0,0,1.0,0,exact,asin;cos;exp;pow;sin, Mean,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,0,,,,,,,ok,,2026-08-25
PUB;d7963fa132134e1faf23f3856e963b99,indicator,Momentum Shift [Bigbeluga],BigBeluga,462f46b3c58faf7b696c841f2b823d52655638f3e5fd38a4080f9d162f587b16,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T07:30:00+00:00,27616,1,1,,1,1,1,27617,1,,0,2.496,0.0904,,,,,,2,27616,1.0,1.0,55127,1.0,0,1.0,0,exact,,Plot,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;38d39d2d6c4745beadc340130cbb09d9,indicator,Momentum-based ZigZag (incl. QQE) NON-REPAINTING,Peter_O,3672c9a6e8c8a6bed549ec1df75f75c031020ea3ac7f0ea42ee6fa7fa764c046,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-14T07:00:00+00:00,28335,1,1,,1,1,1,28336,1,,0,1.455,0.0514,,,,,,1,28335,1.0,1.0,1980,1.0,0,1.0,0,exact,,ZIGZAG,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;dad326b624514b14aa513fce0b1dd803,indicator,Moving Average Shift [ChartPrime],ChartPrime,e1c4dfdbae56c9e653ce172b88bcfddfe7f78135f83c3a30600916251972adc0,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T06:30:00+00:00,27614,1,1,,1,1,1,27615,1,,0,1.258,0.0455,,,,,,8,27614,1.0,0.999823,219770,1.0,0,1.0,0,exact,,SMA-based MA,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;c1afbad74e454904b0943f1bb287362d,indicator,Multitimeframe Fair Value Gap – FVG (Zeiierman),Zeiierman,773f381e5266d9059f9753941825554da8f8e5b973f1dd6a151b6286b60913ba,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T07:30:00+00:00,27616,1,1,,1,1,1,27617,1,,0,7.552,0.2735,,,,,,2,27616,1.0,1.0,55223,1.0,0,1.0,0,exact,pow;tan,FVG Trend Filter,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,0,,,,,,ok,,2026-08-25
PUB;6d9015a1d65f4b53acaa7210554c446b,indicator,Nadaraya-Watson Envelope [LuxAlgo],LuxAlgo,9508bb0811026c46de3be792be3a5562a79dfd4b468f0a02d4c4acd6043a1c8c,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-07T22:00:00+00:00,28029,1,1,,1,1,1,28030,1,,0,1.08,0.0385,,,,,,4,28029,,,,,,,,,exp;pow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;f06a247400ea45fc86ac66c77c2d9b5a,indicator,Next Candle Predictor,PredictaFutures,2e32baaba74bc070b310374bdc70ce4c8a14e6ade7b98a5d766288aab59e9f53,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T08:00:00+00:00,27617,1,1,,1,1,1,27618,1,,0,2.376,0.086,,,,,,8,27617,1.0,1.0,220927,1.0,0,1.0,0,exact,,Predicta Trend,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;97xDaOdATRk86n6GcHQWebnIoVIzjD8e,indicator,Nick Rypock Trailing Reverse (NRTR),everget,2663e8d20df8e24f197107d465cc57b918d76733889d781d585b17470888dd6d,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T06:30:00+00:00,27614,1,1,,1,1,1,27615,1,,0,0.717,0.0259,,,,,,7,27614,1.0,1.0,56086,1.0,0,1.0,0,exact,,Long Stop,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;5JF4Np02MaF8ht1sb5i07uerLkj58fSU,indicator,OBV MACD Indicator,RafaelZioni,3a86f94bb2affef0751e958e3ede6a0805caf9b52fc030055458ac00bfcd5073,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T15:00:00+00:00,28831,1,1,,1,1,1,28832,1,,0,1.774,0.0615,,,,,,6,28831,1.0,1.0,57604,1.0,0,0.994723,32768,band,,Plot,1.0,2.910e-11,5.198e-12,8.530e-17,2.143e-15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;xLXe22qQZCUf4xebZCMXNXcO4D7zY8J5,indicator,ORB - Opening Range Breakout,zzzcrypto123,fe7d375fcd403a328b48de422e7b10dc95df17980c7756a3a24cbfe0a4a1823f,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-17T16:30:00+00:00,28498,1,1,,1,1,1,28499,1,,0,0.735,0.0258,,,,,,2,28498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;d51310cecb9d406bbd144b864297c28a,indicator,ORB Algo | Flux Charts,fluxchart,1f445065638a00d9e1019026793f3406bff528e7ff0875fecceaed827014d26c,NASDAQ:AAPL,5,NASDAQ:AAPL,5,2025-07-28T13:30:00+00:00,2026-08-07T19:55:00+00:00,20208,1,1,,1,1,1,20208,1,,0,1.306,0.0646,,,,,,11,20207,1.0,1.0,63,1.0,0,1.0,0,exact,,TP 1,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;NBOLc1UjIKuxR1GvpdezORPeqIhY7FpU,indicator,Optimized Trend Tracker,KivancOzbilgic,cbaebc770fe94387e3fa30579ae0035fdffbb9fe83b0b9de7ca9bbe99096b889,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-10T07:00:00+00:00,28143,1,1,,1,1,1,28144,1,,0,1.782,0.0633,,,,,,9,28143,1.0,1.0,85270,1.0,0,1.0,0,exact,,Support Line,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;46a144799e314a62b0d926f03c64209f,indicator,Optimized Trend Tracker Oscillator OTTO,KivancOzbilgic,c769eab1c130a590e0d811d9848138930f1e574b75fc42d16553a92656b7c97f,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T15:00:00+00:00,28831,1,1,,1,1,1,28832,1,,0,1.854,0.0643,,,,,,4,28831,1.0,1.0,58013,1.0,0,1.0,0,exact,,HOTT,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;7c893384ebc34d83b9f1ec3275e2f002,indicator,Order Block Detector [LuxAlgo],LuxAlgo,5944612de739bfe9a6cc341eaa86cac28142f4f550ee7dee9014fbfa448b84a2,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-07T22:00:00+00:00,28029,1,1,,1,1,1,28030,1,,0,1.524,0.0544,,,,,,2,28029,1.0,1.0,2252,1.0,0,1.0,0,exact,,Bull OB,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;fVSb3j0I87LvTzPKrQTY5hDUEdsGdnm6,indicator,Order Block Finder (Experimental),wugamlo,f9dacd0aad29c6a28cb24d90d6e6e718b9ab7df6404f8d5b408e7d5e45402470,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-07T22:00:00+00:00,28029,1,1,,1,1,1,28030,1,,0,1.968,0.0702,,,,,,14,28029,1.0,1.0,226344,1.0,0,1.0,0,exact,,Bullish OB,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;LboMsiIU9dZGdtUOdUYJgT1B4qttLo1p,indicator,PMax on RSI with Tillson T3,KivancOzbilgic,0f322576606b4db21d4e70c2f63285fc5cff84f9b08b614862ae7adc4b0264dc,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-21T13:30:00+00:00,28684,1,1,,1,1,1,28684,1,,0,1.453,0.0506,,,,,,6,28683,1.0,1.0,114957,1.0,0,1.0,0,exact,,RSI,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;IyhtPoGIPyhxhxX2J48GfYxxKX1WKE5B,indicator,Parabolic SAR,everget,eccc009203a6388a5efa1f63467a5b8a64dab9351655b45e521a4f697d6da4ef,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T07:00:00+00:00,27615,1,1,,1,1,1,27616,1,,0,0.775,0.0281,,,,,,6,27615,1.0,1.0,59923,1.0,0,1.0,0,exact,,PSAR,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;c116cedb466d4ac18799bcef65cdd040,indicator,Parabolic SAR + EMA 200 + MACD Signals,Saleh_Toodarvari,de2ad108c8a77eeb4e8e6520e622f4d0b94addcee11187fe7069b0cc276e8cee,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-25T05:30:00+00:00,28860,1,1,,1,1,1,28861,1,,0,0.726,0.0252,,,,,,4,28860,1.0,1.0,115240,1.0,0,1.0,0,exact,,ParabolicSAR,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;b52ffc100b6e429d9281c9023ac583f5,indicator,Pivot Based Trailing Maxima & Minima [LuxAlgo],LuxAlgo,b05f3becc5a8c9ab895789dfe2329bf018b0cbb98ae3bde1571e7928fc5a4525,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T10:00:00+00:00,28821,1,1,,1,1,1,28822,1,,0,0.957,0.0332,,,,,,5,28821,1.0,1.0,86951,1.0,0,1.0,0,exact,,Trailing Maximum,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;Fsf7Bw1KFVYZ4dWpW8qGKR01dniJG4IL,indicator,Pivot Hilo Support n Resistance Levels R3-3 by JustUncleL,JustUncleL,4fbe25cb99e1bb7bbd9b9901673d3b5f10d0d7e0f21638515f3f25534d60c7d1,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T14:30:00+00:00,28830,1,1,,1,1,1,28831,1,,0,3.105,0.1077,,,,,,16,28830,1.0,1.0,64944,1.0,0,1.0,0,exact,cos;exp,High Pivot *,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;HN4w1eNW3B9HP5oSa2MNMIHMYUqLPHUT,indicator,Pivot Point Supertrend,LonesomeTheBlue,1487cc75e94c1335106fb620073ae83622103594279ecc36b8948c653b630256,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-09T21:30:00+00:00,28124,1,1,,1,1,1,28125,1,,0,1.283,0.0456,,,,,,8,28124,1.0,1.0,84851,1.0,0,1.0,0,exact,,Shapes,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;1fc29950178c42a1a88f52a18161dd53,indicator,Precision Sniper [WillyAlgoTrader],WillyAlgoTrader,d6de1eafc4309bd64ad8214e28f29e141c3f41d9e8afe56c98ac5926b3b1bbb0,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T06:00:00+00:00,27613,1,1,,1,1,1,27614,1,,0,3.939,0.1427,,,,,,3,27613,1.0,1.0,82839,1.0,0,1.0,0,exact,,EMA Fast,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,0,,,,,,ok,,2026-08-25
PUB;02093a7d80704b67b4d88ac4dcccb85b,indicator,Predictive Ranges [LuxAlgo],LuxAlgo,e831d83de0940135e8a2cc830f005909e1826ce22f64713396f6133097430859,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-21T13:30:00+00:00,28684,1,1,,1,1,1,28685,1,,0,1.28,0.0446,,,,,,5,28684,1.0,1.0,143420,1.0,0,1.0,0,exact,,PR Upper 2,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,0,,,,,,,ok,,2026-08-25
PUB;e41b7abd03224b3fb9cf6394c0846ec1,indicator,Price Action Smart Money Concepts [BigBeluga],BigBeluga,4f77a2fff49c5e9e498cfd87b793f80a067e85ef5a21aa962e4141d0d0feab53,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-10T07:30:00+00:00,28144,1,1,,1,0,1,0,1,,0,1.76,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;ps6kWkOWqLJPZhvTAj2ORDYjN1ewE9gA,indicator,Profit Maximizer PMax,KivancOzbilgic,59e63357aae547ee2d01cb2e80d32e33cbb61d8fa83f3a4d8e3aa6c1464fc648,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-10T21:30:00+00:00,28172,1,1,,1,1,1,28173,1,,0,1.691,0.06,,,,,,7,28172,1.0,1.0,84803,1.0,0,1.0,0,exact,,Moving Avg Line,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;ZGFHCMyX9M60JbFJrfsgxUjGrUYtSlLg,indicator,QQE MOD,Mihkel00,3618fcc7662d0e31acbf703321c1b920eab0f7b31d62c32b9521b291af9946bf,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T06:00:00+00:00,27613,1,1,,1,1,1,27614,1,,0,1.174,0.0425,,,,,,4,27613,1.0,1.0,73734,1.0,0,1.0,0,exact,,Secondary QQE Trend Line,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;RQ8xEhyTgvJi9Vv8h8dEyC2dmlk1J0ho,indicator,Quantitative Qualitative Estimation QQE,KivancOzbilgic,94e2b7421857d61a40ad6ae05a6e1cdbfecc864773098d5d05ee57ef4e2d1a2d,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-12T21:30:00+00:00,28268,1,1,,1,1,1,28269,1,,0,1.023,0.0362,,,,,,5,28268,1.0,1.0,86471,1.0,0,1.0,0,exact,,FAST,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;2852,indicator,RCI3lines,gero,39cff9a308d71823c5b625ed311acf7a19add6cd87d7bdfc73694840fefa5c5c,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T08:00:00+00:00,27617,1,1,,1,1,1,27609,1,,0,3.099,0.1122,,,,,,3,27608,1.0,1.0,82754,1.0,0,1.0,0,exact,,RCI short,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;b82eea87a26945c292d4d9b0fb0266f6,indicator,RMI Trend Sniper,TZack88,f5f8bf8729c02ff2576b4eb9092d30071f53f0f19bc52b231c66e9c02cdebadc,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-21T13:30:00+00:00,28684,1,1,,1,1,1,28685,1,,0,1.545,0.0539,,,,,,6,28684,1.0,1.0,171810,1.0,0,1.0,0,exact,,RRTH,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;6fa55b95157643f79a4283ecd73384e8,indicator,RSI Entry Engine,trade_w_samet,dabff025740c05ba9c6f9d507ae3bb66256f4fed532a04f155d15536f2eda6b5,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T08:00:00+00:00,27617,1,1,,1,1,1,27618,1,,0,1.533,0.0555,,,,,,2,27617,1.0,1.0,55190,1.0,0,1.0,0,exact,,RSI,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;cf6dc608d8cd496caa1d4e2d90b26243,indicator,RSI Momentum Divergence Zones [ChartPrime],ChartPrime,05d977f3567a03b76ba8171fa55b4d69b38de1a488e916f8705393859422c9de,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T08:00:00+00:00,27617,1,1,,1,1,1,27618,1,,0,1.635,0.0592,,,,,,12,27617,1.0,1.0,66972,1.0,0,1.0,0,exact,,RSI,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;ZkkLVEb1akK56dmIifnUtR2SMDgJ4dqM,indicator,RSI Support & Resistance by DGT,dgtrd,87653c5d764803950b377c86dbac6b7e68a62dca95f7190d601283d1f6b5de31,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-07-30T06:30:00+00:00,27614,1,1,,1,1,1,27615,1,,0,1.503,0.0544,,,,,,13,27614,1.0,1.0,220028,1.0,0,1.0,0,exact,,RSI Overbought Crossover Level,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;CVZdVmg7iba7mq5BscP2FHWi68SSVvxe,indicator,RSI Swing Indicator v2,MrDinasty,88347bff148253f27506f2004b3ea253f0f3c767e26d80da856dd9484ff39a86,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-19T11:30:00+00:00,28584,1,1,,1,0,1,0,1,,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;ckgSq3I4CYTbgGF4qcBx8hRXOWpX8LuB,indicator,RSI cyclic smoothed v2,StockMarketCycles,7b2d9436a16c22969cdfb8816d5e84091c0bacb98a9a317498e3bb054143d2bd,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-11T21:00:00+00:00,28219,1,1,,1,1,1,28220,1,,0,4.232,0.15,,,,,,3,28219,1.0,1.0,84643,1.0,0,1.0,0,exact,,LowBand,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;0d094652c4594b468c1bf12f7a053ad0,indicator,Radius Trend [ChartPrime],ChartPrime,9ce3ee748513295f88fe5af941f08265dd3a17ca01974b0e5f1b96dd5272f148,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-24T15:00:00+00:00,28831,1,1,,1,1,1,28832,1,,0,1.025,0.0355,,,,,,3,28831,1.0,1.0,85516,1.0,0,1.0,0,exact,,Plot,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;fbe4ec4522ff4210b7940afba74e3264,indicator,Range Detector [LuxAlgo],LuxAlgo,6ae4b181ae52398e83c15acadb55bc5bba25da4b710914ca3b715eb80357411a,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-11T21:00:00+00:00,28219,1,1,,1,1,1,28220,1,,0,0.894,0.0317,,,,,,2,28219,1.0,1.0,55368,1.0,0,1.0,0,exact,,Range Top,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;65cb6743381a42b5920a6cf523579644,indicator,Range Filter Buy and Sell 5min - guikroth version,PHVNTOM_TRADER,975e3740e7737d7968678816d9fb24ca75788c102f6fbe64973bb0b92a32dc23,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-12T12:00:00+00:00,28249,1,1,,1,1,1,28250,1,,0,1.052,0.0372,,,,,,5,28249,1.0,1.0,140351,1.0,0,1.0,0,exact,,Range Filter,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;g2odvjJQz8YO6azoVZZEW7kqncYeNETc,indicator,Relative Strength Index - Divergences - Libertus,Libertus,8c4cd2e2969aec5fc4299925aedc2054b1767db9506dc6047e0971d28844f5f6,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-22T12:00:00+00:00,28729,1,1,,1,1,1,28730,1,,0,1.113,0.0388,,,,,,1,28729,1.0,1.0,28715,1.0,0,1.0,0,exact,,Plot,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
PUB;7357271676064ac79e2d95a9608710cf,indicator,Reversal Signals [LuxAlgo],LuxAlgo,e1ba6edc2137f40f11abae1654bb07ef04008d671af33ad31758adb776ebdec9,BINANCE:BTCUSDT,30,BINANCE:BTCUSDT,30,2025-01-01T00:00:00+00:00,2026-08-10T21:30:00+00:00,28172,1,1,,1,1,1,28173,1,,0,5.997,0.2129,,,,,,64,28172,1.0,1.0,1496441,1.0,0,1.0,0,exact,,,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,ok,,2026-08-25
